Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.2,..,..,..,..,..,..,..,..
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.7,..,..,..,..,..,..,..,..
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,52.3,..,..,..,..,..,..,..,..
Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.2,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.4,..,..,..,..,..,..,..,..
"Fish species, threatened",EN.FSH.THRD.NO,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90
Fixed broadband subscriptions,IT.NET.BBND,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1000,7000,100000,331000,731000,966252,3157466,3233800,4767007,7609452,10016914,11729995,14100890,17833051,19119646,21360635,23968352,25482478,26756585,28670016
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000587645436369047,0.00405188161191468,0.0570491052512463,0.186215894432353,0.405770667266993,0.5295049435219,1.70915467963904,1.73006936471781,2.52206029728884,3.98345074776142,5.19067488934251,6.01859209052196,7.16522222278513,8.97546341906912,9.53308351106357,10.5532233427673,11.7369297693503,12.3724107543121,12.8852472129388,13.6988159461086
Fixed telephone subscriptions,IT.MLT.MAIN,Brazil,BRA,650000,..,..,..,..,850000,..,..,..,..,1250000,..,..,..,..,2201242,2510000,3060000,3720000,4290073,4950000,5330000,5822397,6300000,6700000,7201516,7451000,7810000,8270000,8790000,9409000,10075924,10841000,11303000,12269000,13263000,15105886,17038823,19986556,24985000,30926272,37430779,38810685,39205000,39578903,39852600,38800200,39399622,41235247,41496998,42141418,43025835,44305294,45038117,44128188,43677141,42003948,40878018
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Brazil,BRA,0.900182825747012,..,..,..,..,1.01798821097794,..,..,..,..,1.31127877133137,..,..,..,..,2.04553391300792,2.27740659679583,2.71113478205449,3.21861483467018,3.62512912295862,4.08551482698947,4.29731595611636,4.58646542210624,4.8505446711258,5.04515473730542,5.30786659755215,5.37980421353833,5.52828425953495,5.74299405766085,5.9921475871268,6.29987604128484,6.62991903022003,7.01391041984488,7.19328395349352,7.68228330408662,8.17207447312579,9.15989519972391,10.1696895292066,11.7450084221344,14.462323153384,17.6431614635667,21.0580241413436,21.5434166204365,21.4842932390061,21.4242900089596,21.3209729619497,20.5278582445686,20.625197940327,21.3677347293524,21.2918678945051,21.4137281230672,21.6551171259143,22.0906845076642,22.2510851217057,21.6088883960269,21.2063963726765,20.2279645888825,19.5319195086502
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Brazil,BRA,..,..,71.1492702853386,73.75692538064,69.2942091293152,67.3380646160567,68.9148590942565,68.0054225021258,68.7669676592221,64.6203396768154,63.250158532868,59.9259809391986,62.7107768345501,61.7435166047286,57.8889466041662,54.08409353435,59.5912497482459,61.5943011265199,51.9676790617163,46.544717380751,46.2633216405115,41.373800806008,39.6311656684802,40.3111434729673,38.7654904795721,36.7737093487038,34.4142519733537,32.2939207340769,29.3666368006818,27.2588049764623,27.6971951762784,24.9312417854343,25.4076814312223,25.2777775516449,29.0744433083202,28.7289524353282,30.2651628752906,31.2648081492564,29.8426161649044,28.9406061280314,23.3918607623703,27.6280892187168,27.9196692705449,28.6576573971153,27.9964460117022,25.7704310625269,25.037413895077,26.3491527392387,27.5758310997848,34.2007124292816,30.3993235711895,30.5020308391964,32.1932383857098,34.3033871911565,35.3936613980903,37.5966741191139,37.2906764166076,36.1075693743019
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Brazil,BRA,..,..,15.8595869443941,17.0645100727179,24.1083069403758,19.8182709605454,18.8171931179456,20.0035707116468,16.3895612554279,13.9177561673266,10.9129252819961,8.89696099442917,7.64620521032524,10.9172346801696,7.58817437415144,6.15959481457787,7.85585530225391,6.75922175822022,10.1174458313833,11.8559956107463,9.60256806699567,8.77954606046629,8.45621859559949,8.25716521214095,9.30653496839704,8.96606075350597,15.2504466647692,8.11086077187955,5.05429919733738,9.87757921159782,9.39930555413054,11.2229705433676,9.55895446744288,9.73208770761092,10.930827216643,10.710143001954,10.7593239404531,9.0726768814519,9.65453323783912,7.88840870557073,6.57090386422537,5.69185206838783,6.7027576233252,7.01091600170585,4.82052811042569,4.35981687025643,4.48174914068605,4.60314423661271,4.37192914575789,5.25582491090794,4.62144744915168,4.53957033466985,4.75733928119721,4.88145641810585,4.90111208456851,5.15604024019714,7.40088037399504,6.58190327452038
Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,Brazil,BRA,..,15.69,16.23,16.76,17.61,19.64,19.13,20.59,21.27,21.97,23.42,23.91,25.4,25.38,26.77,28.07,30.95,32.33,31.58,33.06,37.41,38.19,40.16,40.11,43.15,46.25,45.1,49.04,51.39,53.51,51.4,53.73,56.89,57.45,62.05,66.37,65.72,69.09,69.94,75.19,76.96,81.12,86.45,94.21,97.44,99.4,103.17,110.88,116.63,116.91,123.98,129.15,127.29,136.83,137.01,140.58,136.5,..
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.6350449666377,..,16.1894232025229,15.6854167477902,16.3704237474729,16.6046027193996,20.7562315403655,21.1225818348905,20.4385103328778,19.3599475475901,16.6559215975174,18.7190296351589,18.6558106741918,19.0151050175019,17.8953328258422,19.037030962445,19.0224944786576,18.2193044521427,17.4689221007248,20.6105996491709,20.1509696091915,20.9459152947296,22.1624939372792,21.5385546520564,..,..,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1190000000,-1372000000,-1687000000,-1882000000,-2223000000,-1544000000,-2313000000,-2534000000,-1422000000,-1552000000,-1360000000,-202000000,-1031000000,-2629000000,-608000000,-324000000,-89000000,-1924000000,-801000000,-2035000000,-3475000000,-11667000000,-18608000000,-29192000000,-26886000000,-30497652699.75,-24714939372.251,-14108096193.114,-9894224670.9901,-8694901855.28417,-12549590734.979,9420275576.86435,-27518241273.265,-24601090273.6125,-36032806300,-61689068668.52,-85090700491.46,-81398929601.27,-54744320053.24,-71139904104.73,-61199691118.66,-65432194128.82,-64063891718.03
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.05246670553341,1.01848320759466,1.0404646859225,0.998999546922861,1.07525692151625,0.813106376212178,0.956135069019492,1.03307874048642,0.791423641583036,0.762592173992974,0.646354159821192,0.12866546237575,0.397505322708203,0.848675005546146,0.265745409647489,0.214091608374833,0.182961218193279,0.514479245779916,0.295112882039361,0.55042715687456,0.6316087326659,1.3169863453796,2.22486507427768,3.69481706414172,4.76752493360535,5.0341286817021,4.15212683312315,3.26531989954919,1.813120630893,2.71638106510044,1.73390067132004,1.74949332424909,3.19089485132751,2.99066327679427,1.88845582758211,4.00440104412786,3.86659110527096,3.51317949330191,2.81809660430144,3.95683398113804,4.14590216694635,4.33639567454047,3.43881586409989
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1302000000,1555000000,1833000000,2006000000,2419000000,1911000000,2520000000,2910000000,1609000000,1594000000,1441000000,345000000,1169000000,2804000000,1131000000,989000000,1103000000,2061000000,1292000000,3072000000,4859000000,11200000000,19650000000,31913000000,28576000000,32994718699.75,23225846372.251,16586600193.114,10123013670.9901,18181190855.2842,15459981604.1196,19378093068.2773,44579492463.6336,50716402711.4787,31480932200,88452079263.99,101157817518.34,86606502980.75,69686087840.68,97179590334.89,74718044773.96,77794463496.95,70685049297.95
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,0.0330753455605949,0.00203233622939448,0.0324569896107028,0.0417512530388319,0.0511718118887891,0.0905347703684657,0.119860081665481,0.0828738920592935,0.0617527137679136,0.0871229254308326,0.156153867121857,0.078539666383744,0.133483713547386,0.0919802492082211,0.0200933947978074,0.0363321908018852,0.0533309017963252,0.0469253503282567,0.0529665213875091,0.122886692524878,0.143954418169124,0.168198254984574,0.0341987659737256,0.112152031796692,0.185805000546523,0.179902549086151,0.104065438898298,0.11798012251386,0.315031405117965,0.249921344853752,0.38098677806877,-0.266207866151343,0.487930518496018,0.0409781187207275,1.41730957134644,0.326412334181689,2.59997480228938,1.22120409120771,1.53997723999179,-0.273054594316146,1.21161456535862,0.61413910765936,0.211244414414475,0.604243205047086,1.06025056268093,0.750096872617683,0.714395993147449,0.304955475581825
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,14000000,1000000,19000000,33100000,53800000,112000000,183000000,146000000,124000000,196000000,367000000,207000000,376000000,187000000,42000000,81000000,143000000,138000000,175000000,523000000,665000000,1014000000,137000000,491000000,1037000000,1384000000,885000000,1042000000,2721000000,1498000000,2497066000,-1489093000,2478504000,228789000,9486289000,2910390869.14063,28798368645.1416,17061251190.3686,26115312437.8662,-4551874100,26763010595.47,16067117026.88,5207573379.48,14941767787.44,26039686230.16,13518353655.3,12816185879.34,6268376579.92
Forest area (% of land area),AG.LND.FRST.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.4098878458604,65.1056215856638,64.8013553254671,64.4970890652705,64.1928228050739,63.8885565448772,63.5842902846806,63.2800240244839,62.9757577642873,62.6714915040906,62.367225243894,62.0193009449471,61.6713766460002,61.3234523470533,60.9755280481064,60.6276037491595,60.4295692582321,60.2315347673047,60.0335002763773,59.8354657854499,59.6374312945225,59.5197017518252,59.4019722091279,59.2842426664306,59.1665131237333,59.048783581036,..,..
Forest area (sq. km),AG.LND.FRST.K2,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5467050,5441619,5416188,5390757,5365326,5339895,5314464,5289033,5263602,5238171,5212740,5183660,5154580,5125500,5096420,5067340,5050788,5034236,5017684,5001132,4984580,4974740,4964900,4955060,4945220,4935380,..,..
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,1.06560839787017,0.895074226330136,0.83095699094295,0.966709606208872,0.814012985797622,0.997956687938793,0.707062046530528,0.886581711282188,0.948673871471794,1.19849770269658,1.33711346104193,1.08450499950601,1.45660499390451,1.30020178622477,0.895016172245039,0.662814116879879,0.653305604006763,0.70650097750184,0.660531460910235,0.608680373349597,0.73141576201266,0.568033062374134,0.892758625137358,0.852464345998588,0.62381327675629,0.579964693869329,0.476674620325368,0.441582590446229,0.395896826259208,0.598594953076096,0.438082665184474,0.509814548150325,0.682475795156036,0.724421654107114,0.517466654348251,0.420185099706805,0.457854891431952,0.447635457333432,0.409393612289635,0.424259142202888,0.493004913801724,0.408010492925217,0.456210423710088,0.473538249043666,0.536798802854815,0.65568523697038,0.712078970065108,..
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,43.6543158209641,45.3771321563413,49.293931854985,50.8109586276902,52.110199226457,54.1472892065611,54.1220726096429,56.3716066336697,56.3468355816726,54.8013523237092,52.9070367247121,52.5505747203653,49.6534026996811,47.4027320518495,48.2133632004383,50.0081005542549,49.5027093307127,49.9792401656528,49.8330112832151,51.2158302683818,51.9547451080351,52.6843858810857,53.2642499667326,53.2667289506374,54.6082522090682,56.2674339252454,56.681184017131,57.3405081357547,57.2886743851213,58.2320639159772,58.9496897692736,57.1539976067783,54.6413284413391,54.6982242959686,54.2523211637792,53.4228918773252,52.6606402553194,52.5694606110172,51.3185079919958,53.4879028437786,54.5687094244576,56.5488922662768,58.0180822526514,59.117564246751,..,..,..
Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Brazil,BRA,..,..,0.612005555642229,0.66962834270723,0.186358952541575,0.000485497404061802,..,0.050408789912482,0.0339045420876149,0.144149331388812,0.581632320624406,0.827027019342867,1.00219141409849,1.34798462534769,1.39158302052191,2.31537635726927,2.47480162106379,1.78691504265173,1.55128270620942,1.49597263942829,1.77601692072465,5.05565512187762,7.15570915277825,5.29088505956537,6.7678845692108,6.35625773629529,3.12467488216838,3.60793733843234,2.67233227861758,2.47325253547339,2.15987393047698,1.36521132822537,1.59716554752655,1.65268003762075,1.81020526501459,0.874509603867617,0.890640552567456,0.609968622363222,0.719941951760776,0.836684207725736,1.64335019374067,3.58262710686956,4.88344814947375,5.19316140218826,4.5677955386881,5.9833453544164,7.7084393845737,8.28925101947858,9.45941164264534,8.99965913434398,9.90578755643656,10.5447420450848,11.0271428609977,7.43576206205065,9.24652234723185,7.26504448912215,6.34469227953539,8.70085449359901
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Brazil,BRA,..,..,17.2090810916278,17.4468287626032,20.4297941885014,20.5544162634717,16.8198413667977,15.6293726232456,14.8406834050157,12.8932112695886,12.3540297727067,14.160800004156,13.4605713926096,15.072613793408,23.8091092752384,26.1510197383603,31.5919196773558,33.9663272480048,32.8764622101306,37.0688390852248,43.0845255664034,50.5118189685419,53.5400974753854,54.4753423695384,52.8430002188221,47.2231393252989,26.7785273138692,32.5558973801467,30.1232441316593,25.7776982699343,26.9632152251832,23.9594796816785,24.7510286400039,20.776753566244,14.9041477769338,12.1198764010873,13.174404614104,11.6809784440557,9.30402236403708,11.37043925339,14.9284865703692,13.973622407247,14.8723655123356,15.5539680047293,18.3129401430784,18.3670204666965,18.8261280811515,18.5651786169329,19.8455554822392,14.7949190772131,16.4061378816262,18.6051336586095,18.0123651783403,19.1422638862312,19.6996939694837,14.572939153411,11.041102349813,14.3274959433499
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Brazil,BRA,247341919463.169,272758556343.915,286985804716.435,289495990894.393,299586611924.6,308734452850.771,321548044807.563,337352985482.659,375903263762.145,412500554795.559,448676636771.708,499355052540.896,559541329549.227,637757886667.244,695424722086.423,731649923695.225,803281452171.115,840283150784.244,867438661727.235,926132033479.117,1010511554033.68,966116171914.189,971722018042.344,938588304088.47,988043865417.878,1066552464980.62,1151751823331.46,1193210621348.61,1191985519567.62,1231076194274.74,1192883828728,1210919483539.43,1205265540510.73,1261493214739.07,1328788222502.53,1387477228552.53,1418106281314.95,1466251395671.69,1471212547872.58,1478113514365.66,1538900699686.93,1560181111439.25,1607829299910.86,1626156734970.79,1719895102552.35,1774870932268.27,1845107843393.43,1956927902720.44,2056552321671.5,2053965689829.48,2208871646202.82,2296901313455.03,2341302893954.85,2411783265631.77,2424040195497.99,2337992410593.76,2256907026242.19,2278936372567.31
GDP (constant LCU),NY.GDP.MKTP.KN,Brazil,BRA,192725712900,212530036700,223615729700,225571635200,233434120200,240562002800,250546192500,262861203500,292899095500,321415244400,349603192500,389091176700,435987566800,496932924400,541866197300,570092418800,625906804900,654738063100,675897295700,721630432800,787377894000,752785570600,757153575400,731336202200,769871353600,831044267000,897430535500,929734709500,928780125600,959239087700,929480076800,943533232200,939127750900,982939647500,1035375071200,1081104806600,1104970579300,1142484646900,1146350314300,1151727460600,1199092070900,1215673500100,1252800369300,1267080876200,1340120633300,1382957108400,1437684826200,1524813610100,1602439704400,1600424233400,1721125006400,1789716616000,1824313769100,1879231188300,1888781633900,1821734282100,1758553570400,1775718560000
GDP (current LCU),NY.GDP.MKTP.CN,Brazil,BRA,0.0010305797,0.0014922285,0.0028077574,0.0048083207,0.009645056,0.0150469998,0.0218470004,0.0296240002,0.041813001,0.0554799996,0.0706600025,0.0945689976,0.1262540072,0.1765179932,0.2594619989,0.3654139936,0.5922639966,0.9056490064,1.3187919855,2.2032859325,4.5029067993,8.9207258225,18.3785591126,42.6392593384,140.3969726563,502.7359924316,1331.5694580078,4195.1098632813,31477.69921875,425595.31,11548794.55,60286000,640958800,14097114200,356801000000,705991552900,854763607800,952089196100,1002351019200,1087710456100,1199092070900,1315755467800,1488787255200,1717950396400,1957751213000,2170584500000,2409449940000,2720262930000,3109803100000,3333039350000,3885847000000,4376382000000,4814760000000,5331619000000,5778953000000,5995787000000,6259227789900,6559940259800
GDP (current US$),NY.GDP.MKTP.CD,Brazil,BRA,15165569912.5199,15236854859.469,19926293839.0163,23021477292.2093,21211892259.9904,21790035117.19,27062716577.9111,30591834053.9653,33875881876.3672,37458898243.8609,42327600098.2412,49204456700.4516,58539008786.3684,79279057730.829,105136007528.76,123709376567.89,152678020452.829,176171284311.761,200800891870.164,224969488835.181,235024598983.261,263561088977.129,281682304161.041,203304515490.795,209023912696.839,222942790435.299,268137224729.722,294084112392.66,330397381998.489,425595310000,461951782000,602860000000,400599250000,437798577639.752,558111997497.263,769305386182.849,850426432991.742,883199625324.675,863723411632.917,599388579985.673,655420645476.906,559372276081.966,507962487700.024,558319920831.979,669316654017.094,891630175813.342,1107640297889.95,1397084345950.39,1695824571927.15,1667019780934.28,2208871646202.82,2616201578192.25,2465188674415.03,2472806919901.67,2455993625159.37,1802214373741.32,1793989048409.29,2055505502224.73
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Brazil,BRA,5.34739077880458E-13,7.02125931548385E-13,1.25561712665153E-12,2.13161583713164E-12,4.13181071890278E-12,6.25493620142075E-12,8.7197495128568E-12,1.12698259787128E-11,1.4275565081081E-11,1.72611599999144E-11,2.02114866270851E-11,2.43050994890371E-11,2.8958166886882E-11,3.55214928479792E-11,4.78830383206854E-11,6.40973255475258E-11,9.46249492677468E-11,1.38322339488254E-10,1.95117215868452E-10,3.05320539760362E-10,5.71886362776144E-10,1.18502880114849E-09,2.42732250229297E-09,5.83032252610125E-09,1.82364198901269E-08,6.049449017276E-08,1.48375768968672E-07,4.51215795260282E-07,3.38914435732732E-06,4.43680116310173E-05,0.00124250049444416,0.00638938809388128,0.0682504376412843,1.43417901962287,34.4610383159474,65.3027855014626,77.3562322665182,83.3349663545487,87.4384563511085,94.4416533693961,100,108.232635464355,118.836750984665,135.583326105605,146.087685268983,156.952409211826,167.592360724048,178.399701575434,194.066777767741,208.259740163967,225.773664640888,244.529327206068,263.921704783015,283.71277750148,305.961943735522,329.125221988377,355.930458716494,369.424547761668
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43680116310174E-05,0.00124250049444417,0.00638938809388129,0.0682504376412844,1.43417901962287,34.4610383159475,65.3027855014626,77.3562322665183,83.3349663545488,87.4384563511085,94.4416533693961,100,108.232635464355,118.836750984665,135.583326105605,146.087685268983,156.952409211826,167.592360724048,178.399701575434,194.066777767741,208.259740163967,225.773664640888,244.529327206068,263.921704783015,283.71277750148,305.961943735523,329.125221988378,355.930458716494,369.424547761668
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,..,10.2759115543009,5.21605942017887,0.87467259240843,3.48558230427724,3.0534878936691,4.15036023303344,4.91526567501121,11.4272823832673,9.7358268899127,8.76994747172606,11.2950868433502,12.0528022500388,13.9786916510758,9.04212031316958,5.20907590114406,9.79041016147607,4.60631806113791,3.23170956333544,6.76628496532688,9.11096015517154,-4.39335720034832,0.580245553394249,-3.40979347371646,5.26914314976874,7.94586174871279,7.98829510486235,3.59962946680903,-0.102672718383658,3.27945885796417,-3.10235594875039,1.51193723789989,-0.466913209800552,4.66516898877852,5.33455170247368,4.41673135388506,2.20753552794351,3.39502863721179,0.338356179270249,0.469066587492819,4.11248423957215,1.38283202786545,3.05401649348663,1.13988686864606,5.76441160717755,3.19646411192973,3.95729682920656,6.06035358460959,5.09085791114556,-0.125775153627657,7.54179863570165,3.98527761463821,1.93310788929951,3.01030558066186,0.508210254249747,-3.54976724660112,-3.46816285562616,0.976085681375949
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Brazil,BRA,3425.42996904686,3668.48808069171,3747.85988856624,3671.29024703729,3690.91511514531,3697.50627440951,3745.99591967127,3825.23771748593,4151.0098401837,4438.58863955643,4706.72119192878,5109.59133742244,5587.38991532167,6216.91646225988,6618.72001271716,6798.9559138352,7288.44015242324,7444.83946688072,7505.24447527346,7825.8533276008,8340.32310474498,7789.31790061707,7654.52688239999,7226.45158218623,7440.05102728144,7861.00899228378,8315.92982433099,8446.10434867019,8277.5885800419,8392.25284083344,7987.05521589933,7967.80337761804,7797.82726064772,8028.20392729677,8320.26047469076,8549.02151963916,8599.1016474738,8751.37999012429,8645.51339686202,8555.91567025827,8779.29079876563,8777.35713423328,8924.89696137144,8911.31951197479,9309.89205589421,9495.48465039729,9761.83428310216,10244.2671527554,10656.869465705,10538.7782816712,11224.1540829355,11560.4187506263,11673.7705356921,11915.4170541095,11870.1484076345,11351.5657481703,10868.6534435352,10888.9823851831
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Brazil,BRA,2669.05195126815,2858.43977499229,2920.28528945252,2860.62318776675,2875.9146381804,2881.05038658402,2918.83290833214,2980.57712058882,3234.4146614559,3458.49244513417,3667.4179577194,3981.32930831015,4353.62395107873,4844.14311908497,5157.22339223763,5297.66093961553,5679.06090222574,5800.92528106339,5847.9921039072,6097.80648943856,6498.67486945604,6069.33854422802,5964.31107805979,5630.76018790887,5797.19418915041,6125.1993412172,6479.66793214449,6581.09828434334,6449.79291680085,6539.13786671134,6223.4129734126,6208.41218314846,6075.96893054422,6255.47553181839,6483.04232043953,6661.29004960375,6700.31185536963,6818.9652248035,6736.47530678618,6666.66188506047,6840.7129758709,6839.20628878642,6954.16746652799,6943.58808871765,7254.15080221142,7398.7622177054,7606.29850170898,7982.2041263282,8303.698659402,8211.68349400056,8745.71969857823,9007.73289854225,9096.05518387392,9284.34311190839,9249.07035190533,8844.99726571064,8468.71807138322,8484.55812704427
GDP per capita (current LCU),NY.GDP.PCAP.CN,Brazil,BRA,1.42724637923617E-11,2.00698468979142E-11,3.66676022414512E-11,6.09774969110959E-11,1.18827349286832E-10,1.80207863611616E-10,2.54514918305396E-10,3.35905854651687E-10,4.61730969988161E-10,5.96975914539562E-10,7.41239690083773E-10,9.67666049370974E-10,1.26072968938064E-09,1.72071195159165E-09,2.4694352531885E-09,3.39565897886948E-09,5.37380849761556E-09,8.02397556073244E-09,1.14104393773507E-08,1.86178556870962E-08,3.71650353395794E-08,7.19234097883086E-08,1.44773064904498E-07,3.28291479626392E-07,1.05720067417951E-06,3.7054081135346E-06,9.61425712093586E-06,2.96949549605606E-05,0.000218592792699053,0.00290128544927074,0.0773259369659538,0.396679548849162,4.14687538604489,89.7147176549815,2234.12369808575,4350.00795272301,5183.10880142079,5682.58237581838,5890.27002072743,6296.10570879846,6840.7129758709,7402.25321119746,8264.10667525442,9414.34768175598,10597.420992872,11612.5355525429,12747.5752227319,14240.2283405115,16114.7204238446,17101.6307076929,19745.5318627001,22026.548653325,24006.4639092839,26340.8677155626,28298.6354261555,29111.1168856361,30142.7470788809,31344.0404904091
